id,brand,review_id,score,at,content,reply_content,thumbs_up,review_created_version,sentiment_star,n_words,n_char
1158,nike,51c375db-ea44-400e-bb28-3b27e7047b81,5,2025-08-04T19:41:48Z,the best app,NA,0,25.37.1,positive,3,12
1159,nike,e43f358d-0b5e-4b4c-88ab-c8eec36e7b45,5,2025-08-04T18:19:49Z,Great App for Everyone,NA,0,25.37.1,positive,4,22
1160,nike,9f544183-ef10-4e3b-adf8-0d947a8a1b0e,1,2025-08-04T17:32:40Z,terrible :),NA,0,NA,negative,1,11
1161,nike,25946462-292f-4ee0-8017-26115cd7b967,4,2025-08-04T17:30:09Z,maybe later,NA,0,25.37.1,positive,2,11
1162,nike,3db70bca-6e00-45e4-a4a1-90092a90059a,4,2025-08-04T16:20:14Z,good products.i loved it.💗,NA,0,25.37.1,positive,4,26
1163,nike,762930a4-af9f-4178-b436-6961a40d0c27,5,2025-08-04T11:17:12Z,amazing,NA,0,25.37.1,positive,1,7
1164,nike,08df41ce-4f53-49b1-ac1b-8f897186ad3f,5,2025-08-04T10:15:25Z,it has nice spots clothes,NA,0,25.37.1,positive,5,25
1165,nike,de238f0c-6e4a-49ee-9a43-d2d07dd07985,1,2025-08-04T09:42:17Z,you won't let me order shoes at all ? I was at the last page and your place order button seems greyed out even after filling all details. I had no problems last time but now it sucks. good luck nike throwing away your customers,NA,2,25.37.1,negative,44,227
1166,nike,28bc78fa-db57-403f-8bc2-564990827980,5,2025-08-04T08:04:36Z,I love the Nike app. I found that I can find better discounts on the app than in other places.,NA,3,25.37.1,positive,20,94
1167,nike,ec0b8943-1582-4cb6-b7fb-ceb851003c08,5,2025-08-04T04:04:20Z,I love this app I get to get new shoes for my family thanks nike.,NA,0,25.37.1,positive,15,65
1168,nike,689720cf-d70f-4498-8d3f-71de370a509e,5,2025-08-04T01:46:22Z,"I love Nike, especially when they have sales.",NA,1,25.37.1,positive,8,45
1169,nike,8eb6e761-7612-478e-86fb-4a29dc4d9315,5,2025-08-04T01:11:10Z,I luh me shoes. me shoes feh fit well me look nice pon mirror 🙂‍↕️,NA,0,25.37.1,positive,14,66
1170,nike,e33d07fd-eb02-4530-a616-a8bed6bab549,5,2025-08-04T00:11:33Z,best app,NA,0,25.37.1,positive,2,8
1171,nike,9fecaca7-121d-42c9-9571-5a8e45db400e,1,2025-08-04T00:01:41Z,app doesn't work,NA,0,25.37.1,negative,3,16
1172,nike,5e1f7976-3baa-4e5a-a7eb-185eba912f4b,5,2025-08-03T23:52:27Z,"easy to navigate,simple too order and no problem getting delivery items. will definitely use it again and recommend it to family and friends.",NA,2,25.37.1,positive,24,141
1173,nike,029e09ec-3103-4133-9a40-3af50444e5f8,5,2025-08-03T23:23:22Z,excellent service 💯,NA,0,25.36.1,positive,2,19
1174,nike,3aa3ebdf-de27-402f-9966-1271ba0e5273,5,2025-08-03T17:27:40Z,excellence! Would be nice to get access to the employee store though.... 👀,NA,0,25.37.1,positive,12,74
1175,nike,2ba5cebc-6457-4c1a-a483-3ec20f571ea8,5,2025-08-03T16:45:47Z,Why does the app reload to the home page each time when I tap on my order or a notification of order dispatch in the inbox?,NA,0,25.37.1,positive,26,123
1176,nike,668394bf-010a-4641-9658-09ec89ea5e86,5,2025-08-03T15:57:38Z,Excellent App.,NA,0,25.37.1,positive,2,14
1177,nike,2642858c-3a6e-4112-8e7d-1211a5328b67,5,2025-08-03T15:17:13Z,best for nike,NA,0,25.37.1,positive,3,13
1178,nike,363f9ad1-0885-4abd-a755-6fccd43bf1c5,4,2025-08-03T13:52:25Z,Nice,NA,0,25.37.1,positive,1,4
1179,nike,ce5dcdb9-c108-442d-af5f-24e6536d8d1e,5,2025-08-03T11:42:10Z,good,NA,0,25.37.1,positive,1,4
1180,nike,61f0c880-5a1c-4358-912e-f0db7e56cea8,1,2025-08-03T11:09:06Z,Where did the sales go?,NA,0,25.37.1,negative,5,23
1181,nike,a9c4db89-c8bb-451a-93e8-6a67414b825b,5,2025-08-03T10:54:30Z,product is so good and good material you us and your app is so systematically arranged and I think best app for shoes or anything for a sport person,NA,2,25.37.1,positive,29,148
1182,nike,e79178d6-3e13-4dc2-b955-ab0df1442fcb,1,2025-08-03T09:33:54Z,not good,NA,0,25.37.1,negative,2,8
1183,nike,ff729fb1-0734-4627-bf1a-ce4bd1a4078c,5,2025-08-03T09:03:09Z,smooth and very user friendly,NA,0,25.37.1,positive,5,29
1184,nike,42fa2700-317f-4ecb-a633-12319369dcd8,4,2025-08-03T07:09:01Z,"The app has nice features (profile, shopping, and favorites).",NA,1,25.36.1,positive,9,61
1185,nike,817e8ec1-cb4f-4f57-970f-7554ea6713be,5,2025-08-03T06:33:32Z,Good business 👏 👌 👍 🙌 😎 😌,NA,0,NA,positive,2,25
1186,nike,9fa0d93c-7efc-4bd7-800e-cbc91317fbc3,5,2025-08-03T05:33:00Z,outstanding experience.,NA,0,25.37.1,positive,2,23
1187,nike,5297dae2-6c22-4385-a1a3-f142c7a83eb8,4,2025-08-03T05:16:04Z,legit,NA,0,25.37.1,positive,1,5
1188,nike,12a35b4f-5aa5-465f-b4a9-bd578265c36a,1,2025-08-03T04:46:43Z,can't use on android anymore,NA,0,25.19.1,negative,5,28
1189,nike,ec3641c6-7072-497f-a6b9-befe14cf585d,2,2025-08-03T04:28:01Z,sold out of the shoes to easily could have held a raffle or some before the shoes release,NA,0,NA,negative,18,89
1190,nike,f201f7c0-0023-47ff-9bda-0220540a577e,5,2025-08-03T04:14:21Z,as it says on the tin,NA,0,25.37.1,positive,6,21
1191,nike,11043cea-3704-4cbe-966e-1547c64d71a3,5,2025-08-03T02:10:15Z,"excellent, love it.",NA,0,25.37.1,positive,3,19
1192,nike,25fc8401-0a6f-4f65-a644-15719d9c4ddc,5,2025-08-03T00:19:22Z,it's okay,NA,0,25.37.1,positive,2,9
1193,nike,0adece6a-f4df-4522-83e2-41950d011825,5,2025-08-02T23:11:27Z,best customer service in the city especially since most employees are in high school q,NA,0,25.37.1,positive,15,86
1194,nike,e2c6f331-bf68-4bc3-b0d0-0130d05da397,5,2025-08-02T23:10:40Z,👍🏻,NA,0,25.37.1,positive,0,2
1195,nike,9a282b8a-fcd7-404d-b999-b604f74f3058,5,2025-08-02T23:03:03Z,exceptional,NA,0,25.37.1,positive,1,11
1196,nike,bf4a5e1e-c405-4932-a2ea-f39c691ff695,5,2025-08-02T22:35:52Z,Great and easy to use,NA,0,25.37.1,positive,5,21
1197,nike,dc332d2f-c0e4-4417-b18d-4d7ef117aa20,5,2025-08-02T22:19:46Z,I love nike,NA,0,25.37.1,positive,3,11
1198,nike,13e4f643-bfee-4cf9-85c0-904d1320a6a5,5,2025-08-02T22:17:39Z,I love this app :),NA,0,25.37.1,positive,4,18
1199,nike,56b66d1c-a2af-453b-bf79-930698f2c202,1,2025-08-02T22:11:13Z,Nike legit does not care about its actual customers. They allow resellers to get the limited shoes just so the resellers can jack up the prices. Stop supporting the resellers and Nike since neither actually care about you. This app just like the snkrs app is full of bots and the fact there is no captcha or anything like it to remove bots proves Nike is in on the scam.,NA,3,25.37.1,negative,70,370
1200,nike,4aac786b-1fe5-4916-96a4-8ff2368427ea,5,2025-08-02T21:46:36Z,"excellent app, love it!!!!",NA,0,NA,positive,4,26
1201,nike,98196c96-9449-4d2f-aafb-4386968a5b61,5,2025-08-02T20:52:56Z,Great service in nike store,NA,0,25.37.1,positive,5,27
1202,nike,dcdbc238-bc69-4c89-b2f4-a7c0b33ff161,4,2025-08-02T20:44:15Z,discounts and online ordering,NA,0,25.37.1,positive,4,29
1203,nike,519d6b6e-02e5-4be5-89d7-b1fde2585d8e,1,2025-08-02T20:37:56Z,very good,NA,0,NA,negative,2,9
1204,nike,eaa46a2d-5769-4a0c-98a5-d52a6a12c5a5,4,2025-08-02T20:03:43Z,Nice shoes,NA,0,25.37.1,positive,2,10
1205,nike,3df6f4ae-5fde-4e58-83e6-d546a51f03de,5,2025-08-02T18:30:47Z,Awesome,NA,0,25.37.1,positive,1,7
1206,nike,2389c5c2-e59f-41bb-93b9-8a66decb1295,5,2025-08-02T17:03:33Z,very prompt and responsive to customer concerns and product issues,NA,0,25.37.1,positive,10,66
1207,nike,131e41ed-d9a3-4201-a994-e22a6274469e,1,2025-08-02T16:45:14Z,"Nike, your shoe releases are beyond frustrating! I can never buy anything on this app, especially Jordans. It’s always network errors or some other issue. I’m done—I’m deleting the app.",NA,1,25.29.0,negative,31,185
1208,nike,d3076dcd-3c1b-4431-ab71-5956afbeb5c9,5,2025-08-02T16:34:51Z,love it!!,NA,0,25.37.1,positive,2,9
1209,nike,d4829778-5ef7-4003-b47c-df841ec3dc29,1,2025-08-02T16:32:57Z,trash,NA,0,25.37.1,negative,1,5
1210,nike,bade5e98-e770-4e8b-ab6a-356dbc62b596,3,2025-08-02T16:20:49Z,Supposedly a malfunction in the app deleted my account and it can't be restored according to Nike so I get no credit for being a active buyer and I have to start all over.,NA,2,25.37.1,neutral,34,171
1211,nike,41f02114-197c-4f8c-8b8f-f922b11757aa,5,2025-08-02T16:11:47Z,I get my kids shoes from here with no delivery problems,NA,0,25.37.1,positive,11,55
1212,nike,31fdea7d-dd47-444c-b576-86fbaa5b21fe,5,2025-08-02T15:48:28Z,great app,NA,0,25.37.1,positive,2,9
1213,nike,4520b17a-39cd-4731-bf9f-6132fe691771,4,2025-08-02T15:35:24Z,Great prices and brands 👌🏽,NA,0,25.37.1,positive,4,26
1214,nike,332b6c6f-0387-4907-88e0-de6a186e8b58,5,2025-08-02T15:09:56Z,don't have it but will like,NA,0,NA,positive,6,27
1215,nike,92ee4aa9-8c0f-4120-a6b5-c13ae5152ebe,5,2025-08-02T14:47:41Z,love my purchases. Customer support is excellent.,NA,0,25.35.1,positive,7,49
1216,nike,3b706f14-6bb4-48e2-9502-4b3126591dd6,5,2025-08-02T12:57:32Z,Love this brand,NA,0,NA,positive,3,15
1217,nike,caebdb88-da1e-4769-b1b0-6a1d18d6566a,5,2025-08-02T10:40:13Z,easy to use,NA,0,NA,positive,3,11
1218,nike,5219476d-b070-4043-bd81-ca54ae2dd485,5,2025-08-02T10:09:04Z,it's really nice app I like it specifically customize shoe are crazy,NA,0,25.37.1,positive,12,68
1219,nike,f40f8f9b-82df-4071-be1d-9d75fb14fdeb,1,2025-08-02T08:27:06Z,"I try to scroll up and down, but it's sooo sensitive that it goes to the right or left menu and resets the scroll to the top of the menu. Very frustrating. I can't scroll all the way down unless I'm super focused on where my thumb is. Reaching out to tech support also was not great. I got disconnected cause the app closes and the next agent had no idea what I had been talking to the previous agent about for 20 minutes.",NA,5,25.37.1,negative,84,422
1220,nike,08b431f7-04cb-4ea2-9909-551f7e769aed,5,2025-08-02T05:52:34Z,"for this app, its very easy and convenient to use, has a wide variety of nike merch we wanted. But on my last purchase. your nike athletes and your nominated carrier Ninjavan here in the Philippines was so lame on resolving my delayed shipment.",NA,0,NA,positive,44,244
1221,nike,566212bb-a56d-4378-a8df-f258dd5454d0,5,2025-08-02T04:16:32Z,i love that this apps keeps be to to beat with new drops coming soon,NA,0,25.36.1,positive,15,68
1222,nike,e3d6c757-83b8-4b02-8ea5-370b5c70df6e,5,2025-08-02T03:35:36Z,love everything Nike!!!!,NA,0,NA,positive,3,24
1223,nike,13c3cabe-11c0-47be-95e1-bffbf1deadcc,5,2025-08-02T03:34:33Z,Very nice app,NA,0,25.37.1,positive,3,13
1224,nike,6acad99c-a35d-434d-9db3-0028ccdad426,5,2025-08-02T03:17:06Z,"The Nike app just works. There are other shoe retailers out there with some janky, barely working apps. I keep coming back to Nike because I've never had an issue with the app, or an order.",NA,1,25.37.1,positive,36,189
1225,nike,149de65b-daa8-4306-a717-b7069c8cbe9c,1,2025-08-02T02:30:59Z,always a problem with ordering and shipping,NA,0,25.37.1,negative,7,43
1226,nike,d4d59ca1-f065-4875-8161-7e0575b5e7f1,5,2025-08-02T00:50:38Z,I love nike,NA,0,25.32.2,positive,3,11
1227,nike,f9a05758-e702-41e8-895c-ff10d6a8a4b6,5,2025-08-02T00:04:26Z,great app,NA,0,25.37.1,positive,2,9
1228,nike,5e235a27-a5e5-472c-a383-018b53ce3cee,5,2025-08-01T22:32:24Z,"Love this app. It has the latest shoes, and it's efficient",NA,0,NA,positive,11,58
1229,nike,665d2372-1294-4b65-9bde-5f0992fce019,2,2025-08-01T20:58:33Z,"Great shoes, horrible app. Why is there an age limit, young people are making money too, what if someone wants to put shoes in a list to later show their family for Christmas? Or even just look and see what you guys have. 🙄",NA,1,25.37.1,negative,43,223
1230,nike,c292dbea-d32a-4447-b454-0dddb64a63b0,5,2025-08-01T20:56:04Z,Excellent,NA,0,25.37.1,positive,1,9
1231,nike,f57da4a8-c3d3-441b-baeb-1e65942ec968,5,2025-08-01T20:38:16Z,great,NA,0,25.37.1,positive,1,5
1232,nike,d55250e2-d150-4b20-8365-3cd723ee15d8,5,2025-08-01T20:35:32Z,Has really good deals.,NA,0,25.37.1,positive,4,22
1233,nike,9fbec28d-59e4-4311-b2db-879ee6ec3584,2,2025-08-01T20:30:02Z,good,NA,0,25.34.1,negative,1,4
1234,nike,86b99d8e-f472-40ba-8e7d-be26e4b7b24b,5,2025-08-01T18:42:02Z,I love it,NA,0,25.36.1,positive,3,9
1235,nike,6d293cb1-3ab3-4f09-af9a-af80852538c7,5,2025-08-01T17:02:14Z,NIKE is the best 💗💗💗,NA,0,25.37.1,positive,4,20
1236,nike,9de8cf13-df67-4970-b362-639e93a8d443,1,2025-08-01T16:19:39Z,bad app,NA,0,25.19.1,negative,2,7
1237,nike,ff58a4b1-e6be-492a-9aea-a95f3fe6ef72,5,2025-08-01T15:58:27Z,👍👍,NA,0,25.37.1,positive,0,2
1238,nike,3b080e04-80f4-4c8c-a212-bb2a884baa8a,5,2025-08-01T15:22:50Z,good but litle expensive,NA,0,25.37.1,positive,4,24
1239,nike,6974994c-f854-4d9c-a060-78d93f20990f,1,2025-08-01T14:38:30Z,already reinstalled the app. it still shows no images even when my wifi is working fine.,NA,0,25.37.1,negative,16,88
1240,nike,1506fe12-01b2-4b66-9a63-1e07fa4a3861,5,2025-08-01T14:08:49Z,Easy to navigate and delivery update is punctual.,NA,0,NA,positive,8,49
1241,nike,7d18c349-cb22-4e21-91a4-12ba0a5cd697,5,2025-08-01T11:18:03Z,love it,NA,0,25.37.1,positive,2,7
1242,nike,69b2f66a-65c9-469f-9952-b3ea707d3d48,5,2025-08-01T10:06:22Z,i just love the nike shoes. Its popular because of the reason:),NA,0,25.36.1,positive,12,63
1243,nike,ce8b8ded-0455-4064-b166-665ccb731c56,5,2025-08-01T09:41:19Z,love the Nike app. this is my go to place for shoes and shoes that I can customize my self at a great price 🔥🔥💯,NA,0,25.37.1,positive,24,111
1244,nike,bfede6f9-bdf4-4b1f-a81a-3ebb19c84926,5,2025-08-01T09:31:33Z,love it more when my shoes arrive,NA,0,25.37.1,positive,7,33
1245,nike,05efc110-8151-4d3a-bfb9-cfc861a5b597,5,2025-08-01T06:57:55Z,great clothing,NA,0,25.36.1,positive,2,14
1246,nike,3a12f90b-1df9-4781-8456-af092ffb0393,4,2025-08-01T05:46:12Z,Decent application,NA,0,24.49.3,positive,2,18
1247,nike,0da20fb0-8d2f-477c-a5cb-7b104746eba4,5,2025-08-01T04:58:39Z,easy to order,NA,0,25.37.1,positive,3,13
1248,nike,faea6f58-3cc5-42a9-87c2-55feaff8ae29,5,2025-08-01T03:01:46Z,Nike Boys we don't do 3 stripes,NA,0,25.36.1,positive,7,31
1249,nike,8311ff4f-2d5a-4b85-bc08-c5f192c5034d,5,2025-08-01T02:27:42Z,its just the best place to get Nike gear. too many knock offs out there. Not to mention the sales,NA,1,25.37.1,positive,20,97
1250,nike,e22b5700-04d3-4d64-8a01-9c2b87d92987,5,2025-08-01T02:10:56Z,sensational,NA,0,NA,positive,1,11
1251,nike,7cc6d5ab-eb96-46e6-a9be-31009fa5aec9,4,2025-08-01T01:43:23Z,app now working. i changed phone so I reinstalled. i logged in but keeps getting back to the sign up page. already changed password. i even uninstall and reinstall 3x but still same.,NA,2,25.37.1,positive,33,182
1252,nike,2624cea3-e338-48c8-afd7-fb8bc0e5e5ca,1,2025-08-01T00:33:49Z,"All pages are not available products. it's a world wide brand.But it's application not work properly. so sad. If you need screen shots pls send me mail ,I will share you.",NA,4,25.37.1,negative,31,170
1253,nike,f6a9df02-fb66-42d3-9957-48b23e61cf88,1,2025-08-01T00:24:12Z,sucks,NA,1,25.36.1,negative,1,5
1254,nike,283202de-d503-4590-a7cb-46e0bf4217d2,4,2025-07-31T23:01:09Z,better than the snkrs app thats for sure,NA,0,25.37.1,positive,8,40
1255,nike,00f75472-025e-43cd-b174-c036e3babf7d,4,2025-07-31T19:50:50Z,cool app...,NA,0,NA,positive,2,11
1256,nike,6f61d095-7cb8-42b4-b2e0-ed3d16322ecf,5,2025-07-31T18:39:49Z,it is reliable and best clothes,NA,0,NA,positive,6,31
1257,nike,ff1d6c61-9b85-4cce-a0c3-16155fc42c13,5,2025-07-31T17:37:17Z,best brand ever,NA,0,25.37.1,positive,3,15
1258,nike,b689287e-328e-4b9c-9467-181dda1f68f9,4,2025-07-31T17:22:28Z,"would be 5, but I wish there was dark mode",NA,0,NA,positive,10,42
1259,nike,e1f1a5ef-3a0e-4763-969a-46a4f5ee343f,5,2025-07-31T16:36:16Z,nice app,NA,0,25.36.1,positive,2,8
1260,nike,ec7762a7-cb5f-454d-b98a-ea8b4e1d87a4,5,2025-07-31T14:13:44Z,Sales are great and so is customer service.,NA,0,25.37.1,positive,8,43
1261,nike,43b144d5-3eeb-4d92-8cbc-6b2f8159b9cb,5,2025-07-31T09:47:46Z,great,NA,0,25.32.2,positive,1,5
1262,nike,78007882-100a-416d-bc43-855c1c6cabaf,5,2025-07-31T09:14:48Z,best app,NA,0,25.37.1,positive,2,8
1263,nike,6f29a95f-8b27-4bc1-b543-89ffbc0d2049,1,2025-07-31T09:06:07Z,Keeps giving a payment error,NA,0,25.36.1,negative,5,28
1264,nike,1b16b22e-4255-4c35-bed4-25733ffdebd7,5,2025-07-31T08:05:13Z,nice,NA,0,25.37.1,positive,1,4
1265,nike,876cfdbf-09ab-4c2e-b6fe-ec7518354b1c,5,2025-07-31T06:39:01Z,love it,NA,0,25.37.1,positive,2,7
1266,nike,e58bbf6c-4bc1-4856-b292-f9302ddd113e,5,2025-07-31T05:40:51Z,❤️❤️❤️❤️,NA,0,25.36.1,positive,0,8
1267,nike,7046cb2a-d3bd-4cb5-ae92-57f10a698623,5,2025-07-31T04:21:20Z,good,NA,0,25.34.1,positive,1,4
1268,nike,b55ebe69-e258-4d6b-bfff-1608dc7cf6a6,5,2025-07-30T23:13:45Z,"I mean, I want sneakers and they have sneakers. The app does exactly what it should. It makes it easy for Nike to separate me from my money. That all seems like good business to me. Respect...",NA,0,25.36.1,positive,37,192
1269,nike,c01bf373-df61-49cb-b1cf-b29a0cc810d8,5,2025-07-30T20:57:50Z,❤️,NA,0,25.36.1,positive,0,2
1270,nike,aaeea37c-7ee7-467f-89f9-11d938a2caff,5,2025-07-30T20:08:44Z,"this app is very helpful and useful when it comes to buying Nike apparel, Adidas apparel and athletic wear shoes or and accessories. very great job Nike. thank you so much and I would like to and I would refer this to family and friends",NA,1,25.37.1,positive,45,236
1271,nike,3d043e5f-cfbd-4dfa-b73c-418db17c6879,5,2025-07-30T18:57:46Z,very great app. never any trouble.,NA,0,NA,positive,6,34
1272,nike,ea5e293a-51aa-4cb3-95a6-7e030b1fc8b8,5,2025-07-30T18:19:27Z,love it,NA,0,25.36.1,positive,2,7
1273,nike,ebff3962-85dc-41e8-b734-136c1aca67db,5,2025-07-30T17:46:25Z,love the customization. big sneaker head so that matters,NA,0,NA,positive,9,56
1274,nike,54c33255-2617-4d0a-894f-7fb255f356f1,5,2025-07-30T17:44:37Z,I have been a loyal customer and Nike has been loyal as well,NA,0,NA,positive,13,60
1275,nike,4b309534-e2c8-45a0-ac44-59a643ca47b5,1,2025-07-30T17:39:05Z,"why did you remove your app no huawei devices its unfair for us, should we buy on Adidas instead??",NA,1,24.49.1,negative,19,98
1276,nike,d37d2645-d4f8-4eeb-ac32-4077f96c0b1f,5,2025-07-30T15:16:50Z,the best apps,NA,0,NA,positive,3,13
1277,nike,c55b0b90-3fa4-451d-8f11-0d4b97b7d504,5,2025-07-30T15:08:54Z,love everything ❤️,NA,0,25.36.1,positive,2,18
1278,nike,12e429e2-eb24-4bcc-8196-1aab6be77ddd,5,2025-07-30T15:02:46Z,Very comfortable,NA,0,25.35.1,positive,2,16
1279,nike,c7d9c1fa-8171-4135-aa09-95cbe63591bb,5,2025-07-30T14:28:51Z,no complaints... things are delivered great fully.,NA,0,NA,positive,7,50
1280,nike,163ff0e9-88db-4c02-afc6-e36b2d2ea71e,4,2025-07-30T11:50:14Z,always on point except for one time but I'm going straight to the sources Nike all day,NA,0,NA,positive,17,86
1281,nike,0eac3b0d-3dc3-4576-bef1-3d94408e3769,5,2025-07-30T06:20:58Z,good app.,NA,0,25.36.1,positive,2,9
1282,nike,c0c06225-1718-4096-b7df-a608c7345d27,5,2025-07-30T04:43:57Z,I love the shoes,NA,0,25.36.1,positive,4,16
1283,nike,87d4838d-a116-476d-9c56-1eaee7719b60,5,2025-07-30T03:53:18Z,It's continually gotten better over the years. Easy to navigate and customer service is great.,NA,1,25.36.1,positive,15,94
1284,nike,2afab674-9d59-4182-85e5-c5b290e76070,5,2025-07-30T03:32:49Z,love the app it makes easy shopping for my favorite shoes,NA,0,25.36.1,positive,11,57
1285,nike,5b9b8d35-c8d8-4d25-b88f-fe998155120f,5,2025-07-30T03:18:57Z,Nike is world class brand shoes company. I love to wear nike shoes.,NA,0,25.36.1,positive,13,67
1286,nike,81152c48-fa16-4d48-b429-ff201f3dd83b,5,2025-07-30T00:20:16Z,Great prices,NA,0,25.36.1,positive,2,12
1287,nike,f8a48203-1108-4088-aa33-db415a7525b1,1,2025-07-30T00:01:22Z,"This app is not good at all. I tried three different payment methods, and mary attempts to make a purchase and it would either cancel or not allow purchase.",NA,0,NA,negative,29,156
1288,nike,7e040177-176e-4d6e-9dee-3f678b08a6a4,5,2025-07-29T23:27:05Z,I love this app,NA,0,25.35.1,positive,4,15
1289,nike,4e100e9e-7763-497c-87cb-a07d5ae12c10,5,2025-07-29T22:51:13Z,Exceptional,NA,0,25.36.1,positive,1,11
1290,nike,1e292ddc-0140-4a4b-8a40-893d5936066e,5,2025-07-29T20:49:37Z,love Niki,NA,1,25.37.1,positive,2,9
1291,nike,1d64756b-a1fb-4342-8702-c1fe40dcbde6,5,2025-07-29T20:29:07Z,The customer service rep was phenomenal. we had a great time talking and she was so helpful. Thank God for her! Thank you so much sweetie,NA,0,25.36.1,positive,26,137
1292,nike,cd835c69-2eb0-4da7-b031-76a9d641c4ae,5,2025-07-29T18:08:27Z,"At Sawgrasssmall, the service is very good. They help you with whatever you need. We are from🇨🇼🇨🇼 Curacao. They helped us very well",NA,0,25.36.1,positive,23,131
1293,nike,f8a84bd6-e801-47d5-b1f6-e0bd25f356fc,5,2025-07-29T17:28:11Z,I love nike,NA,0,25.25.2,positive,3,11
1294,nike,8f3fd206-6f91-4e75-a804-cd5d37e8e6ab,5,2025-07-29T17:21:51Z,I just love Nike,NA,0,25.36.1,positive,4,16
1295,nike,c69b1011-5bc6-4810-9495-6abc713f7ee2,5,2025-07-29T16:59:40Z,Excellent service and easy to use. Good sale deals. Well worth joining.,NA,3,25.36.1,positive,12,71
1296,nike,09ed860a-7796-408c-84f4-d6c5d1725a37,5,2025-07-29T16:53:30Z,My Fav Brand,NA,0,25.36.1,positive,3,12
1297,nike,42da9ff6-fa51-436d-9a3f-cf080d914892,1,2025-07-29T16:46:37Z,"Ordered a couple of items already from this app yet i have not received a single one. 2 of them are past the delivery period and the other is fast approaching. Downloaded this app along with the Addidas app and i have already received 3 pairs of shoes from them. And, already returned one pair, which they processed right away. Now it makes me wonder how difficult it would be just in case i need to return something.",NA,22,25.36.1,negative,78,417
1298,nike,255f08d5-42b3-47bf-95c3-1c980ff82696,5,2025-07-29T16:25:22Z,super material,NA,0,25.36.1,positive,2,14
1299,nike,e9b06f49-34f7-497d-b807-b7d6a82872dd,4,2025-07-29T16:07:41Z,it's been smooth.,NA,0,NA,positive,3,17
1300,nike,4a46d25f-6d66-4594-8430-c43bd53a7abc,5,2025-07-29T15:28:07Z,Easy to use. changes up their app color every so often with a brilliant marketing strategy to keep consumers engaged and noticing the app. slick move Nike!,NA,0,25.36.1,positive,27,155
1301,nike,4a316876-bcb0-404b-a81a-e2092cb2a0e0,5,2025-07-29T14:40:53Z,its ok good,NA,0,25.36.1,positive,3,11
1302,nike,4feaad22-4a57-4007-a146-6df9d1ce306a,5,2025-07-29T14:27:17Z,very easy to use and runs very nicely,NA,0,25.36.1,positive,8,37
1303,nike,17370200-9ca7-47ac-a070-1f76905c167b,5,2025-07-29T14:15:43Z,too good,NA,0,25.36.1,positive,2,8
1304,nike,cb855370-a700-4779-9031-9d4c0f4d65fe,5,2025-07-29T12:14:17Z,best thing ever,NA,0,25.36.1,positive,3,15
1305,nike,ecec3a8a-d1a3-4020-8ce3-6944e00c19ba,5,2025-07-29T11:23:06Z,Top notch,NA,0,25.36.1,positive,2,9
1306,nike,70f9dc41-dde5-4860-b603-27a1563ba4d7,5,2025-07-29T10:08:21Z,"Whenever I buy shoes off the Nike online store or at the store, I'm always satisfied with the quality of the tennis shoes. They say, ""You get what you pay for,"" and given our feet support our whole body, spending more money sits fine with me. I do not compromise when it comes to my overall health.",NA,4,25.36.1,positive,57,298
1307,nike,c9bb06ca-a4e9-4649-b6df-c7857c96dea0,5,2025-07-29T06:15:58Z,Recommend product 👌,NA,0,25.36.1,positive,2,19
1308,nike,e64bd1f5-892c-4c93-8dbd-2a3aa5ad6bdf,5,2025-07-29T05:25:18Z,awesome,NA,0,25.36.1,positive,1,7
1309,nike,087e9b77-ea8a-4500-b344-5885189f99e9,5,2025-07-29T05:12:24Z,I found everything I wanted for sports and daily life,NA,0,25.36.1,positive,10,53
1310,nike,de711b0f-ad0a-40e3-83ea-1f8c9700f032,3,2025-07-29T04:48:33Z,"I just went to place an order for my birthday and it requires an app update. Guess what, I don't have $2000 for a new phone right now! so I guess I have to quit buying Nike because I can't update and use your app anymore. this is just stupid everybody keeps making it so that you know these $1000 to $2000 phones don't work in 6 or 8 month. please somebody listen out there and fix your apps so that you don't have to have a 12 or 13 or above to use! life's Really Hard!",NA,0,25.19.1,neutral,97,470
1311,nike,d6662c88-f5ab-4153-ac42-8b35acf51163,5,2025-07-29T04:09:05Z,Been a nike customer for decades. all I need to say.,NA,0,25.36.1,positive,11,52
1312,nike,9f8c69ce-9a39-46e1-a83a-15022e8a840f,5,2025-07-29T01:24:59Z,I am a mother of five kids and I appreciate that this app is very easy to maneuver through so that you are able to find exactly what you're looking for quickly. The loading screen is my favorite. I LOVE THIS APP,NA,2,25.36.1,positive,42,211
1313,nike,61957dc3-933e-41e8-bf62-2be12cc32f5a,5,2025-07-29T01:04:54Z,good deals an amazing shipping,NA,0,NA,positive,5,30
1314,nike,a65dc4f0-84a1-4678-bb1b-9c8d4efedfcf,5,2025-07-28T21:59:50Z,greet app I like it,NA,0,25.36.1,positive,5,19
1315,nike,267ea6ec-24ad-451d-9002-b4877f05eaa1,5,2025-07-28T20:49:47Z,love it,NA,0,25.36.1,positive,2,7
1316,nike,b687e271-a053-4213-b02b-3b425b2ac1d0,5,2025-07-28T19:02:41Z,fast accurate service and awesome discounts!,NA,1,25.36.1,positive,6,44
1317,nike,6e4b6f9d-a38a-4fa3-8b6c-dcedc24c253f,5,2025-07-28T18:17:48Z,good,NA,0,25.36.1,positive,1,4
